,sample_id,ground_truth,prediction
20,normal_0179,0,0.96534693_0.03465302
21,normal_0131,0,0.95134777_0.04865227
22,normal_0188,0,0.93751407_0.06248592
23,normal_0004,0,0.8786344_0.12136559
24,normal_0204,0,0.9760256_0.02397443
25,normal_0070,0,0.9530479_0.046952132
26,normal_0105,0,0.8528193_0.14718069
27,normal_0165,0,0.97077966_0.029220344
28,normal_0339,0,0.90566903_0.09433099
29,normal_0088,0,0.976349_0.023651058
30,normal_0033,0,0.96007967_0.039920323
31,D23548290,1,0.0007468058_0.9992532
0,normal_0203,0,0.97454745_0.025452565
1,normal_0046,0,0.93779516_0.062204774
2,normal_0003,0,0.9978187_0.0021812504
3,D01865359,1,0.0058326535_0.9941673
4,normal_0178,0,0.9941585_0.005841517
5,Z00472104,1,0.16762131_0.8323786
6,normal_0038,0,0.99647385_0.00352615
7,normal_0103,0,0.9730214_0.026978668
8,normal_0125,0,0.99472624_0.005273807
9,Z00285163,1,0.00021467046_0.99978536
10,Z00466531,1,0.0036618018_0.99633825
11,D23786264,1,0.0018007391_0.9981993
12,D06114132,1,3.201898e-05_0.99996793
13,normal_0019,0,0.9992812_0.00071875413
14,normal_2,0,0.98602307_0.013976901
15,normal_12,0,0.98769104_0.012308958
16,D05652748,1,0.010920313_0.98907965
17,normal_0171,0,0.99510795_0.0048920545
18,normal_0064,0,0.995357_0.0046429653
19,normal_0153,0,0.98138875_0.01861119
20,normal_0123,0,0.9903211_0.00967886
21,normal_0170,0,0.9895369_0.010463135
22,normal_0471,0,0.99444276_0.0055572274
23,D06114132,1,0.0019268999_0.9980731
24,Z00455583,1,0.029056845_0.97094315
25,Z00369113,1,0.0003202537_0.9996798
26,normal_0394,0,0.9988337_0.001166303
27,HG0775378,1,0.02342926_0.9765707
28,D23548290,1,0.0033193722_0.99668056
29,normal_0095,0,0.996366_0.003633994
30,Z00464066,1,0.0017137196_0.9982863
31,normal_2,0,0.99382704_0.006172952
0,normal_0123,0,0.96747744_0.032522522
1,normal_0010,0,0.9921095_0.007890547
2,normal_0143,0,0.9077356_0.09226435
3,normal_0026,0,0.9797355_0.020264516
4,D06402513,1,0.00014834257_0.9998516
5,normal_0178,0,0.9952892_0.004710746
6,normal_0070,0,0.91552806_0.08447191
7,normal_0064,0,0.99360317_0.0063968073
8,normal_0131,0,0.7630215_0.23697853
9,D08142516,1,0.00017582219_0.9998242
10,normal_0174,0,0.9186033_0.0813967
11,normal_0157,0,0.98001534_0.019984618
12,normal_0145,0,0.9909142_0.009085736
13,normal_0204,0,0.99077725_0.009222781
14,normal_0055,0,0.9994942_0.00050584675
15,normal_0046,0,0.85858655_0.14141345
16,D01802251,1,0.0005371438_0.9994629
17,normal_0119,0,0.836183_0.16381697
18,normal_0094,0,0.8922865_0.107713595
19,normal_0010,0,0.9705076_0.029492322
20,Z00374375,1,1.2988634e-05_0.999987
21,D31151840,1,0.0021498052_0.9978502
22,normal_0119,0,0.8083279_0.19167212
23,normal_0088,0,0.97196835_0.028031688
24,normal_0125,0,0.90881896_0.09118108
25,normal_0394,0,0.99826354_0.0017365079
26,D02236386,1,5.954793e-06_0.99999404
27,Z00472104,1,3.474508e-05_0.9999653
28,normal_0005,0,0.98121154_0.018788455
29,normal_16,0,0.7258551_0.27414492
30,normal_0088,0,0.9453269_0.05467304
31,normal_0464,0,0.9941438_0.005856287
0,normal_0120,0,0.99987864_0.000121398145
1,D23979736,1,0.07401423_0.9259858
2,80140865,1,0.00077276723_0.9992273
3,normal_0078,0,0.9868456_0.013154396
4,normal_0094,0,0.99343395_0.0065660435
5,normal_0088,0,0.9945563_0.005443724
6,normal_0103,0,0.9868569_0.013143191
7,80141547,1,0.00095090445_0.9990491
8,D01909534,1,0.0384136_0.9615864
9,D0813046X,1,0.00044198308_0.99955803
10,normal_2,0,0.9940088_0.005991202
11,normal_0014,0,0.994921_0.0050790175
12,normal_0087,0,0.99915373_0.00084621564
13,Z00399518,1,0.19316268_0.80683726
14,normal_0038,0,0.9917139_0.008286122
15,D29759101,1,0.021671528_0.97832847
16,normal_0015,0,0.96839786_0.031602185
17,normal_0157,0,0.998035_0.0019649456
18,D23830579,1,0.00023774995_0.99976224
19,normal_0060,0,0.9819241_0.018075898
20,normal_0057,0,0.99908364_0.0009163613
21,normal_0064,0,0.99886453_0.0011354878
22,Z00468243,1,0.023544453_0.9764556
23,HG045593X,1,0.03137627_0.96862376
24,HG1324042,1,0.032210182_0.9677899
25,normal_0103,0,0.99659544_0.0034044934
26,D23979736,1,0.014524342_0.9854756
27,normal_0124,0,0.97804385_0.021956066
28,normal_0309,0,0.99482274_0.005177217
29,Z00476547,1,0.0010842709_0.9989158
30,Z00473631,1,0.0021462885_0.9978537
31,normal_1,0,0.99156594_0.008434038
0,normal_0133,0,0.9927356_0.0072643594
1,normal_17,0,0.98943794_0.010562079
2,normal_0043,0,0.993163_0.0068370495
3,normal_0138,0,0.9994985_0.00050154974
4,normal_0125,0,0.9448594_0.055140626
5,D29759101,1,0.007093499_0.99290645
6,normal_0080,0,0.99363047_0.0063694855
7,normal_0145,0,0.9984946_0.0015053672
8,Z00455583,1,0.021415232_0.9785848
9,Z00455583,1,0.033422828_0.9665772
10,Z00426754,1,0.028697243_0.9713028
11,80140865,1,6.026282e-05_0.9999397
12,Z00318833,1,7.335852e-05_0.9999267
13,Z00476547,1,0.00017932215_0.99982065
14,normal_0055,0,0.9982615_0.0017385127
15,normal_14,0,0.9844402_0.015559804
16,D24128247,1,0.011835167_0.9881648
17,normal_0153,0,0.9804889_0.019511133
18,normal_0063,0,0.9794587_0.02054134
19,normal_0309,0,0.9921755_0.0078244945
20,normal_0357,0,0.9955823_0.0044177473
21,normal_0188,0,0.9789378_0.021062165
22,D28369865,1,0.005936182_0.9940638
23,normal_0339,0,0.97120214_0.02879788
24,D32185663,1,2.6317204e-05_0.99997365
25,normal_0058,0,0.999332_0.00066791254
26,D0215927X,1,0.005097709_0.99490225
27,normal_0052,0,0.996086_0.0039139534
28,normal_0145,0,0.9977952_0.0022048466
29,Z00408100,1,0.0017242349_0.99827576
30,Z00437703,1,0.00450491_0.9954951
31,normal_0057,0,0.9950814_0.0049186
0,normal_0176,0,0.9939995_0.006000523
1,D05652748,1,0.003258425_0.9967416
2,normal_0223,0,0.99784017_0.002159806
3,normal_0119,0,0.9776424_0.022357563
4,D28781577,1,0.0023367829_0.99766326
5,Z00472104,1,0.0042356034_0.9957644
6,normal_0081,0,0.9913054_0.008694538
7,normal_0123,0,0.9921003_0.007899697
8,normal_0006,0,0.99965_0.00035003963
9,HG0775378,1,0.06671664_0.9332833
10,Z00468243,1,0.0046675387_0.9953324
11,normal_0128,0,0.998018_0.0019819366
12,normal_0157,0,0.9965708_0.0034292259
13,normal_0002,0,0.98875576_0.011244227
14,normal_0063,0,0.9916897_0.0083103385
15,normal_0058,0,0.99860185_0.0013981563
16,Z00305664,1,0.16199793_0.838002
17,normal_0185,0,0.9883207_0.011679357
18,D01802251,1,0.00681315_0.99318683
19,T00174812,1,0.0008637881_0.99913627
20,Z00482791,1,0.0056665833_0.9943334
21,Z00383232,1,0.004911028_0.995089
22,normal_0057,0,0.99895716_0.001042832
23,normal_0123,0,0.99624085_0.003759205
24,HG0359358,1,0.0011310898_0.9988689
25,D30743879,1,0.00014364027_0.99985635
26,Z00473631,1,0.0033280062_0.9966719
27,normal_0124,0,0.93069047_0.06930952
28,normal_0171,0,0.99214387_0.007856179
29,80141547,1,7.9455254e-05_0.9999205
30,normal_0194,0,0.9969066_0.003093379
31,T00172810,1,0.002355773_0.99764425
0,Z00480052,1,0.0029870975_0.99701285
1,D30743879,1,0.00076447084_0.9992355
2,normal_0096,0,0.99791867_0.002081328
3,normal_0003,0,0.98812336_0.011876629
4,normal_0197,0,0.99379575_0.006204264
5,normal_0024,0,0.99845946_0.0015405305
6,Z00466214,1,0.011160484_0.98883945
7,normal_0033,0,0.99590886_0.0040911636
8,Z00307452,1,0.02520045_0.9747995
9,normal_0165,0,0.9994733_0.0005266876
10,D06114132,1,0.0004947317_0.9995053
11,normal_0022,0,0.9979603_0.002039639
12,normal_0060,0,0.9390562_0.060943753
13,normal_0030,0,0.9930046_0.0069953464
14,normal_0136,0,0.9936587_0.0063412404
15,80140112,1,0.0014796252_0.99852043
16,normal_0006,0,0.9960049_0.0039950893
17,normal_0063,0,0.9751942_0.02480583
18,HG045593X,1,0.012280463_0.98771954
19,Z00426754,1,0.035703097_0.96429694
20,D30743879,1,8.051438e-05_0.99991953
21,normal_0384,0,0.9988801_0.0011198801
22,Z00337610,1,0.036402553_0.9635974
23,normal_0223,0,0.9844871_0.015512835
24,normal_0033,0,0.99018234_0.009817667
25,normal_0471,0,0.98789424_0.012105768
26,D23830579,1,0.00017572044_0.99982435
27,D06402513,1,0.03876333_0.9612367
28,Z00420210,1,0.0023828358_0.9976172
29,normal_0309,0,0.99425936_0.005740631
30,normal_0136,0,0.99296534_0.00703463
31,Z00420210,1,0.0125360945_0.98746395
0,normal_17,0,0.32332033_0.6766796
1,normal_0010,0,0.9944788_0.0055212164
2,normal_0130,0,0.9812107_0.018789252
3,Z00468363,1,3.1982967e-05_0.99996805
4,normal_0357,0,0.95648766_0.043512337
5,normal_0033,0,0.9564476_0.043552376
6,normal_14,0,0.96291465_0.037085343
7,normal_0022,0,0.9850529_0.014947142
8,Z00468243,1,0.0004313347_0.99956864
9,D23786264,1,8.8631925e-05_0.9999113
10,normal_0133,0,0.98118997_0.018810064
11,normal_0096,0,0.9715988_0.028401194
12,normal_0212,0,0.9604375_0.03956253
13,normal_0030,0,0.97272104_0.027278943
14,Z00374375,1,0.0002438261_0.99975616
15,D23608580,1,8.574345e-05_0.9999143
16,normal_0039,0,0.9668453_0.033154666
17,normal_0026,0,0.99697304_0.0030269297
18,normal_1,0,0.93659097_0.06340907
19,normal_0464,0,0.9930033_0.006996712
20,normal_0349,0,0.9872241_0.012775909
21,HG0766148,1,0.00045878696_0.9995413
22,normal_0103,0,0.91745925_0.08254079
23,normal_0227,0,0.99015486_0.009845076
24,Z00455583,1,0.0026901457_0.9973099
25,normal_0099,0,0.90066904_0.09933094
26,Z00462671,1,0.022055013_0.977945
27,Z00408100,1,8.158186e-05_0.99991846
28,normal_15,0,0.38578677_0.61421317
29,normal_0080,0,0.99475116_0.005248891
30,normal_0112,0,0.9513416_0.04865836
31,normal_0171,0,0.99155223_0.008447752
0,normal_0100,0,0.90041786_0.09958208
1,normal_0107,0,0.98406744_0.015932595
2,normal_0295,0,0.98887396_0.011126058
3,normal_0204,0,0.99638015_0.0036198567
4,normal_0104,0,0.99960405_0.00039602348
5,normal_0339,0,0.94879746_0.05120246
6,normal_0153,0,0.9540316_0.045968406
7,Z00307452,1,0.02926378_0.9707362
8,D05900297,1,0.008930119_0.9910699
9,D06402513,1,0.017935058_0.9820649
10,normal_0136,0,0.9850279_0.014972037
11,normal_0107,0,0.9901073_0.009892738
12,D30470065,1,0.010654703_0.98934525
13,normal_0055,0,0.9987632_0.0012368651
14,Z00480052,1,7.0489885e-05_0.99992955
15,D23979736,1,0.023533713_0.9764663
16,normal_0101,0,0.9992804_0.0007196005
17,D05900297,1,0.07859575_0.92140424
18,normal_0176,0,0.9861601_0.013839952
19,normal_0384,0,0.98725325_0.0127467
20,normal_0042,0,0.9431505_0.05684953
21,normal_0384,0,0.9877507_0.012249351
22,normal_0057,0,0.985705_0.01429501
23,HG0775378,1,0.003605016_0.99639505
24,D32185663,1,0.00019250797_0.99980754
25,D0813046X,1,0.00027671084_0.99972326
26,normal_0096,0,0.9860998_0.013900229
27,normal_0026,0,0.9839998_0.016000234
28,normal_0043,0,0.97796226_0.022037763
29,D05652748,1,0.0052359425_0.9947641
30,Z00479791,1,0.00040704312_0.99959296
31,normal_0103,0,0.81601536_0.18398458
0,normal_0197,0,0.99865496_0.0013449853
1,D01802251,1,0.00085781363_0.99914217
2,normal_0454,0,0.9847943_0.01520572
3,Z00305664,1,0.002085615_0.9979144
4,normal_0186,0,0.9878564_0.012143642
5,normal_0057,0,0.9967715_0.0032284942
6,normal_0038,0,0.975689_0.024310965
7,D0215927X,1,0.0006846658_0.9993154
8,Z00337610,1,0.0020732225_0.9979267
9,normal_0072,0,0.9667677_0.03323228
10,HG1047858,1,0.010417074_0.9895829
11,HG0775378,1,0.030782811_0.96921724
12,normal_8,0,0.9978294_0.0021705816
13,normal_0157,0,0.98989594_0.010104008
14,Z00350398,1,0.04100441_0.95899564
15,normal_0194,0,0.9949964_0.005003533
16,normal_0038,0,0.99152094_0.008479108
17,normal_5,0,0.89708966_0.1029104
18,normal_0167,0,0.98689497_0.013105041
19,normal_0025,0,0.9920695_0.007930555
20,normal_0058,0,0.9954346_0.0045654075
21,D01909534,1,0.002706614_0.9972934
22,normal_0043,0,0.9962131_0.0037869974
23,normal_0025,0,0.9859492_0.014050727
24,normal_0171,0,0.9902056_0.009794396
25,normal_15,0,0.9133738_0.08662614
26,HG0766148,1,8.075489e-05_0.9999193
27,normal_0044,0,0.9951014_0.004898647
28,HG045593X,1,0.0014915741_0.9985084
29,normal_0117,0,0.98475546_0.015244483
30,Z00466531,1,0.008123264_0.9918767
31,D02098446,1,0.0007909374_0.9992091
0,HG0359358,1,0.0013107412_0.99868923
1,Z00466214,1,0.04156883_0.9584311
2,normal_0136,0,0.9944957_0.0055042915
3,normal_16,0,0.9558819_0.04411808
4,D28781577,1,0.0084585585_0.99154145
5,normal_0051,0,0.993277_0.0067229476
6,normal_0003,0,0.997251_0.0027489655
7,Z00477802,1,0.005870448_0.99412954
8,normal_0078,0,0.9956696_0.0043303794
9,normal_0200,0,0.9306503_0.06934977
10,Z00285163,1,0.0009366772_0.9990633
11,Z00457765,1,0.19450405_0.805496
12,HG0640457,1,0.0019162421_0.99808383
13,D23830579,1,0.00014917323_0.99985075
14,normal_0155,0,0.99852055_0.0014794122
15,normal_0454,0,0.9964252_0.0035747217
16,Z00437703,1,0.016222121_0.9837779
17,normal_0090,0,0.994521_0.005478999
18,normal_0058,0,0.9929844_0.007015608
19,HG045593X,1,0.09422589_0.9057741
20,normal_0105,0,0.9840299_0.01597008
21,Z00477106,1,0.0003223028_0.99967766
22,normal_0107,0,0.9958182_0.004181869
23,normal_0004,0,0.9917108_0.008289223
24,normal_0095,0,0.99386626_0.0061336863
25,HG0640457,1,0.00048674492_0.99951327
26,D08142364,1,3.241973e-05_0.9999676
27,normal_0117,0,0.9909054_0.00909456
28,normal_0030,0,0.9944516_0.0055484013
29,normal_0188,0,0.9961928_0.0038071263
30,normal_0064,0,0.99980193_0.000198099
31,Z00410561,1,0.016205609_0.9837944
0,normal_0178,0,0.9976349_0.0023650932
1,Z00410561,1,0.0017126579_0.9982874
2,normal_0051,0,0.9865389_0.013461196
3,D44570219,1,0.0011294214_0.99887055
4,normal_0227,0,0.9980106_0.001989398
5,normal_0121,0,0.7920347_0.2079653
6,Z00477802,1,0.0049076523_0.9950924
7,normal_0153,0,0.9901922_0.009807845
8,Z00464066,1,0.0058435854_0.99415636
9,normal_0101,0,0.9999008_9.9203244e-05
10,normal_0002,0,0.99662626_0.0033737589
11,normal_0112,0,0.95253325_0.0474667
12,normal_0128,0,0.9807005_0.019299543
13,normal_0030,0,0.9897428_0.010257186
14,normal_0119,0,0.95111954_0.048880473
15,D0813046X,1,0.00031077993_0.9996892
16,Z00372503,1,0.0007223716_0.99927765
17,normal_0183,0,0.9924418_0.0075582606
18,HG0640457,1,0.00032348154_0.9996766
19,normal_0212,0,0.9783352_0.0216648
20,D02236386,1,0.000118398064_0.9998816
21,normal_0064,0,0.99147594_0.00852406
22,normal_0138,0,0.9998148_0.00018516605
23,D24128247,1,0.000102669655_0.99989736
24,Z00285163,1,7.418935e-05_0.99992585
25,normal_0112,0,0.9701737_0.029826295
26,normal_0145,0,0.9933183_0.006681708
27,normal_0179,0,0.9599259_0.040074132
28,normal_13,0,0.975745_0.024254987
29,normal_0125,0,0.9540919_0.045908112
30,HG1047858,1,0.0017286564_0.99827135
31,D05900297,1,0.13658372_0.86341625
0,Z00468363,1,0.00944421_0.9905558
1,normal_16,0,0.95845366_0.041546345
2,normal_0194,0,0.9993063_0.00069363584
3,normal_0394,0,0.9999355_6.449458e-05
4,normal_0185,0,0.9986817_0.0013182146
5,normal_0155,0,0.99334735_0.0066526197
6,Z00477802,1,0.017310247_0.98268974
7,normal_0130,0,0.9911197_0.008880366
8,normal_8,0,0.99986064_0.00013932938
9,normal_14,0,0.9928524_0.0071475515
10,Z00410561,1,0.00041101503_0.999589
11,normal_0138,0,0.9999254_7.459712e-05
12,HG1324042,1,0.03020626_0.96979374
13,D23830579,1,0.0017938458_0.99820614
14,D02236386,1,0.008965197_0.9910348
15,normal_0037,0,0.9954848_0.0045151995
16,D01865359,1,0.006091838_0.99390817
17,normal_0010,0,0.99497813_0.0050218175
18,D32185663,1,0.00011757698_0.99988246
19,80140112,1,0.02499788_0.9750021
20,Z00457765,1,0.11257203_0.887428
21,HG045593X,1,0.5296449_0.47035506
22,D06164607,1,0.0017055286_0.99829453
23,Z00385315,1,0.019838348_0.98016167
24,D30743879,1,0.0026780423_0.997322
25,normal_0153,0,0.98452765_0.015472296
26,normal_0357,0,0.9991135_0.0008864803
27,normal_0203,0,0.99101895_0.008980984
28,normal_0015,0,0.9927436_0.0072563924
29,D02098446,1,0.035573088_0.9644269
30,normal_0130,0,0.9990922_0.00090783904
31,D06114132,1,0.0016573502_0.99834263
0,normal_0026,0,0.99407476_0.005925323
1,80140865,1,0.0012149835_0.9987851
2,normal_0042,0,0.8484001_0.15159985
3,normal_0114,0,0.9932561_0.006743871
4,normal_0200,0,0.5206556_0.47934446
5,Z00399518,1,0.0012846818_0.9987153
6,Z00480052,1,1.0933898e-06_0.9999989
7,HG0359358,1,0.0007934717_0.9992066
8,normal_0095,0,0.9828787_0.017121308
9,normal_0470,0,0.96691877_0.03308131
10,normal_5,0,0.6631727_0.33682734
11,normal_0004,0,0.84435254_0.15564741
12,Z00307452,1,0.030908845_0.9690911
13,normal_0155,0,0.90269023_0.09730983
14,normal_0087,0,0.9246064_0.07539364
15,normal_0003,0,0.9984182_0.0015817335
16,normal_0120,0,0.9995153_0.00048473518
17,normal_0072,0,0.97949_0.020509988
18,D02098446,1,0.0002982674_0.9997017
19,normal_0052,0,0.99514246_0.0048575746
20,normal_0145,0,0.99591714_0.004082919
21,normal_0155,0,0.8078193_0.19218074
22,HG1130678,1,3.5935318e-05_0.9999641
23,normal_12,0,0.9537292_0.046270855
24,normal_0227,0,0.99378705_0.006212955
25,normal_0037,0,0.9821669_0.017833099
26,normal_0099,0,0.97175026_0.02824968
27,normal_0339,0,0.9700725_0.029927505
28,normal_0070,0,0.9660546_0.03394534
29,HG0384836,1,1.2985017e-05_0.999987
30,normal_0346,0,0.98396415_0.016035832
31,normal_0105,0,0.94723535_0.05276466
0,normal_0178,0,0.99967396_0.00032606503
1,normal_0087,0,0.9970776_0.0029224579
2,normal_0179,0,0.99593794_0.0040620468
3,normal_0099,0,0.9884056_0.011594483
4,normal_0104,0,0.99901366_0.0009862863
5,Z00464066,1,0.000622243_0.9993777
6,Z00305664,1,0.009819821_0.99018013
7,T00174812,1,0.0007788015_0.9992212
8,normal_0155,0,0.9869804_0.013019571
9,Z00479791,1,0.002559977_0.99744
10,D28781577,1,0.0044988794_0.9955011
11,normal_0094,0,0.9800781_0.01992193
12,normal_0183,0,0.9978078_0.0021922616
13,normal_0200,0,0.9461861_0.053813897
14,normal_0165,0,0.99079895_0.00920109
15,normal_0227,0,0.99966943_0.0003306309
16,normal_5,0,0.8607887_0.13921125
17,normal_0033,0,0.9990619_0.0009381107
18,normal_0176,0,0.99522346_0.004776505
19,Z00479339,1,0.00036521448_0.99963474
20,Z00356022,1,0.0006210547_0.9993789
21,Z00466214,1,0.022732658_0.9772674
22,T00174812,1,0.000473729_0.99952626
23,D28369865,1,0.002688902_0.9973111
24,normal_0030,0,0.9867779_0.013222088
25,normal_0006,0,0.99756765_0.0024323936
26,normal_0460,0,0.977294_0.02270602
27,HG0384836,1,0.0010562566_0.99894375
28,HG1047858,1,0.007429016_0.99257094
29,D01909534,1,0.056607503_0.94339246
30,Z00385315,1,0.0024272255_0.9975727
31,normal_0130,0,0.99734455_0.002655511
0,normal_0198,0,0.99854434_0.0014557434
1,normal_0025,0,0.9931379_0.0068620252
2,normal_0019,0,0.99121547_0.008784488
3,normal_0128,0,0.9998652_0.00013479713
4,Z00457765,1,0.023717787_0.9762822
5,normal_0200,0,0.929971_0.07002906
6,Z00383232,1,0.0048923558_0.99510765
7,D32185663,1,0.0004933007_0.9995067
8,D30470065,1,0.055427995_0.94457203
9,80141547,1,0.00014616568_0.99985385
10,normal_0112,0,0.9960012_0.003998783
11,normal_0051,0,0.99369603_0.0063039917
12,Z00473631,1,0.01823432_0.98176575
13,Z00337610,1,0.031662963_0.96833706
14,normal_0143,0,0.9982363_0.0017637032
15,normal_0019,0,0.99597114_0.004028833
16,normal_0212,0,0.99321574_0.0067842617
17,normal_0103,0,0.97932565_0.020674288
18,normal_0088,0,0.9991167_0.00088331266
19,Z00472104,1,0.0070939017_0.9929061
20,Z00426754,1,0.2535082_0.7464918
21,normal_0339,0,0.9978715_0.0021284989
22,D08142516,1,0.0036645613_0.9963354
23,normal_0205,0,0.9996848_0.00031522018
24,D28781577,1,0.0056067253_0.9943932
25,Z00350398,1,0.046165243_0.95383483
26,Z00410561,1,0.002857879_0.99714214
27,Z00476547,1,0.00059775024_0.9994023
28,HG0384836,1,0.0027782128_0.9972218
29,Z00479339,1,0.0025841563_0.9974158
30,normal_0354,0,0.99125564_0.008744305
31,normal_0080,0,0.99944144_0.0005585031
0,D28369865,1,0.006422776_0.9935773
1,normal_0349,0,0.9896464_0.010353612
2,Z00482791,1,0.00865439_0.99134564
3,normal_0309,0,0.9932342_0.006765728
4,D31151840,1,0.20337377_0.7966262
5,normal_0105,0,0.98654026_0.013459764
6,D01865359,1,0.0008359354_0.9991641
7,HG0766148,1,0.0008114595_0.9991885
8,normal_0002,0,0.99855787_0.0014421303
9,normal_0090,0,0.98874587_0.01125407
10,D28369865,1,0.020327011_0.979673
11,normal_0165,0,0.99836034_0.0016396154
12,normal_0167,0,0.9950813_0.004918672
13,normal_13,0,0.95540166_0.0445984
14,Z00408100,1,0.00317433_0.9968257
15,normal_0037,0,0.9915086_0.008491383
16,normal_17,0,0.98952407_0.010475939
17,Z00410561,1,0.002103522_0.99789643
18,normal_0179,0,0.98791724_0.012082734
19,normal_0043,0,0.99761707_0.002382889
20,normal_0470,0,0.99882144_0.0011785238
21,HG045593X,1,0.009232333_0.99076766
22,normal_0165,0,0.9990627_0.0009373415
23,normal_0460,0,0.99206877_0.007931222
24,normal_0072,0,0.98163444_0.01836554
25,normal_0183,0,0.987169_0.012830976
26,D08142364,1,0.0002311652_0.9997688
27,normal_0037,0,0.9238972_0.076102726
28,Z00374375,1,0.0024553454_0.9975446
29,T00172810,1,0.0001091637_0.9998908
30,Z00372503,1,0.0039547086_0.9960453
31,normal_0014,0,0.9986853_0.0013146977
